"","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12"
"b=0.645",191.162167935308,196.261386430905,276.071075385338,352.66078123146,370.885530322191,419.114478687715,508.335851434873,483.107775430288,579.411283838167,662.735019065426,798.760290649162,828.14669157814
"b=0.65",213.592888746286,224.747556329941,316.509178166081,415.185403443438,384.129154585581,426.661056848594,538.668402491131,487.300691912954,580.772190838777,571.345494259763,769.766368066653,835.972787495395
"b=0.655",214.802637500805,239.979397679221,305.980261608523,299.740840591741,369.199001224334,404.108013762696,463.217386122716,548.211095636138,826.088392167256,522.720197510284,736.399936791307,833.488956899215
"b=0.66",222.372570179081,261.546393823495,343.323506718463,316.819591650037,411.933341466347,411.814943919061,489.370552263213,577.667461206899,739.130182431924,603.061991421919,684.489851216079,737.404440399507
"b=0.665",227.346018441538,219.947454357106,359.965844467337,314.082214441699,366.010359431742,495.752034193336,538.090642166971,676.864445474359,700.955308578323,760.160287564106,682.794389410239,845.760967929078
"b=0.67",251.041756489202,254.024541480972,321.154640884906,329.58126541074,348.200418536255,396.684007007462,668.6317036193,675.123951088488,668.383471509093,627.588909675542,822.161946894443,857.007279278362
"b=0.675",203.283187494971,255.012057452892,370.114336580455,418.246733886231,450.524595461588,428.151430616927,550.509674811342,664.92873665721,804.626346035272,822.328091871732,899.351153839791,908.983531745303
"b=0.68",224.373944360878,240.326209586761,337.795877677489,355.33434771395,501.074022586625,442.753273989745,506.194306129356,713.776452915968,692.465404151985,693.985539734529,923.24269121607,942.272160944364
"b=0.685",219.957073744941,236.381208605279,302.942018375527,329.473820728761,468.134054548819,536.174396483108,560.261467365796,605.009651560747,833.281946148014,713.159361436679,796.561904714034,943.798922707872
"b=0.69",231.710528205872,255.24651544341,334.949167188533,362.394994764681,452.532614358236,635.268518696404,485.140134178688,706.665278159823,731.358496212735,662.648246722316,688.928805507594,939.524006949234
"b=0.695",242.451033916406,276.857664904053,322.701591741433,352.904084147153,429.589249123467,628.919568663266,556.631477159436,627.963112522456,733.15893395345,685.590891165157,1065.36892315084,926.441986154867
"b=0.7",240.300518463492,283.891056631302,336.404601122674,319.415880314527,447.169143881603,484.674176381272,612.327465010638,666.040079429205,755.626410887451,708.439600612182,770.951737777488,750.641210271531
"b=0.705",232.049910917121,279.429248673691,317.084207282058,359.940640619561,431.280569386024,509.41616081254,544.484147377688,539.376937753676,632.337300262609,764.625192948425,671.108195737924,747.858107121658
"b=0.71",253.416230505321,285.569494835705,342.822782329107,409.363801054291,402.035985248429,528.621976311099,525.470138843702,645.67371348738,672.832604763295,794.607380511559,981.420401840164,795.01052547615
"b=0.715",238.901895679905,238.267014574097,375.272802294772,396.538144600141,425.019477536898,603.820860544541,590.118391680557,646.589170254419,704.999864732988,643.573922696773,818.267899597334,790.689801444512
"b=0.72",239.714452050758,292.799881758726,391.280861161668,385.447639262566,370.808937352878,511.869475438897,570.939462224806,612.901928838223,814.46780637993,804.799617635874,841.870293840439,885.279193341738
"b=0.725",264.389638408418,344.602080606372,415.702803148546,342.901583478827,405.258260116255,678.679076982062,505.151776607334,641.694081229194,683.762267758447,898.228760309269,904.767380080813,840.263653548223
"b=0.73",261.076322652471,285.001041687847,347.6637760556,382.845754204558,490.215481043982,509.012255237694,533.496634685032,683.080640517805,631.820356301069,797.300117154841,1123.6078192394,1096.03330252767
"b=0.735",272.062167123216,338.242289152245,278.638528843762,318.651143697144,384.590257235967,494.235890792404,579.270909870894,837.671954460469,720.174362255641,797.059129581258,1101.70015973504,979.410507791063
